Crop,N (Nitrogen),P (Phosphorus),K (Potassium),Temperature (°C),Humidity (%),pH,Rainfall (mm),Waste Type
Mango,1.4311509480080862,0.2802826572865835,1.585486356551427,29.778836431707948,83.45428938515934,6.5,204.84473785706143,Mango Leaves Mango Seed Husks
Pomegranate,1.1662825046555998,0.16201384633972093,1.084353037081668,27.88017524856846,62.41302016446172,7.3,165.93250712769225,Pomegranate Peel Pomegranate Waste
Orange,1.3405763622818323,0.2196207661803975,1.0303250334734222,22.656137501724412,66.22495272172105,7.1,176.04781810177866,Orange Peel Orange Waste
Banana,1.5225292127280512,0.1748747235170034,1.0054497200970258,27.72003018261443,71.41309561189959,6.3,191.90753895968436,Banana Leaves Banana Pseudostems
Pomegranate,1.0788149339335218,0.23133355217123286,1.5329259751783795,26.967107125541606,62.44416624445059,6.7,158.25965830976696,Pomegranate Peel Pomegranate Waste
Lentil,2.279977799836687,0.3940524719144648,1.6396134661560762,25.744649067531586,73.78707057560719,5.5,159.10220884076512,Lentil Straw Lentil Hulls
Soybean,2.4250862895802685,0.39356428128556326,1.7688807081275073,26.474545850296966,83.42546029234029,6.3,218.3537067812846,Soybean Stalks Soybean Hulls
Jute,2.6273193515356166,0.29755346357997337,1.235787509407166,22.769917933627866,84.42946134487563,7.4,165.470068449072,Jute Stems Jute Waste
Papaya,1.4206847792530326,0.2580525567400211,1.3294163316943939,25.482154233856008,81.65110178056656,6.2,215.48708906595124,Papaya Leaves Papaya Fruit Waste
Blackgram,1.953871535579075,0.32013032700328764,2.0515185095500814,21.26731356878543,78.69675723556958,6.6,149.99055613386648,Blackgram Straw Blackgram Waste
Soybean,2.414687591317636,0.31053414917014377,2.056186911779035,23.24878101224141,78.36680620354281,6.0,238.4052923419596,Soybean Stalks Soybean Hulls
Chickpea,2.2733917653355875,0.37038472610586143,1.673368239998124,23.599991886994005,72.4059863879069,6.1,183.75605212044158,Chickpea Stalks Chickpea Hulls
Chickpea,2.500055826001123,0.4878119582659993,1.7564522726079552,22.5034567078254,71.59984335987991,7.1,192.05040574044165,Chickpea Stalks Chickpea Hulls
Blackgram,2.2329696991956896,0.21413140040164813,2.028943502578648,21.549360963881643,78.12895634750367,6.6,158.85443933724986,Blackgram Straw Blackgram Waste
Chickpea,2.2367746098470023,0.36693787696658603,2.1017387429662095,23.76082577355949,79.90934247870767,6.8,198.65822120453413,Chickpea Stalks Chickpea Hulls
Soybean,2.050538401288155,0.4478223269474943,2.040255715401053,24.865959108107983,81.5825991714094,6.7,237.07088772156052,Soybean Stalks Soybean Hulls
Rice,1.716417596491716,0.3990293973293066,1.1004750770490273,19.108210727047403,80.81927742264092,6.3,211.46892987491498,Rice Straw Rice Husk
Banana,1.1876365121047479,0.19095431194100618,0.9449836282054116,28.734080110240463,77.90049958826069,6.2,205.46460288392012,Banana Leaves Banana Pseudostems
Papaya,1.818040093535598,0.34671006630759205,1.233977255426138,24.557586754833302,80.22114515903142,6.5,200.51744134777593,Papaya Leaves Papaya Fruit Waste
Orange,1.6319217018586119,0.16184499899690175,0.831379763390568,23.562408712848168,69.60722008226752,6.4,164.1997837002534,Orange Peel Orange Waste
Chickpea,2.4654823086193844,0.366013617299509,2.047336944636718,23.37452409306991,75.52220624571237,6.5,214.84516215414195,Chickpea Stalks Chickpea Hulls
Orange,1.69620612931126,0.20439853449568368,1.5469609282404497,25.8101274451766,72.91180211873575,6.9,183.30702522167087,Orange Peel Orange Waste
Wheat,2.194441506587607,0.378684838518057,1.6228232983806183,20.72603334393171,77.32094717742895,6.5,157.51453081672952,Wheat Straw Wheat Chaff
Cotton,2.247655165021032,0.3834842510301173,1.3570673334142749,23.30504594154276,87.502850954041,6.0,198.78543136790924,Cotton Stalks Cottonseed Hulls
Orange,1.6386519615147908,0.21075444720547354,0.9009944581676477,24.72362561223228,65.55396866192925,6.9,183.99510588867727,Orange Peel Orange Waste
Wheat,1.9923683508121777,0.21696075111823057,1.556717847544342,22.372010899077186,72.94403321720549,6.0,167.68252581576024,Wheat Straw Wheat Chaff
Jute,2.5578055191882947,0.11921103445679855,1.8076487672678212,24.557036848749803,81.24003130037184,7.4,168.47671131053207,Jute Stems Jute Waste
Jute,2.487868832691113,0.277812148981855,1.9276692551952008,24.625257178697005,79.64265282387012,7.4,170.10697672320273,Jute Stems Jute Waste
Rice,1.5450650106847688,0.3481996654344973,1.2125875220868951,22.462352686483914,86.73489409460585,6.9,194.0466999042201,Rice Straw Rice Husk
Coffee,1.2170066097406969,0.12021734401514511,1.1177616446818923,25.06219831670676,82.40660889905467,6.6,247.72262058156085,Coffee Pulp Coffee Husk
Watermelon,1.001623039292423,0.20686575678039865,1.0287513418300804,23.153677091421383,88.09790416437085,6.0,226.57100997065322,Watermelon Rinds Watermelon Waste
Blackgram,1.997852111178385,0.38553447101498406,1.4547416129677386,21.195460041841603,81.89301211839671,5.9,150.3672797105517,Blackgram Straw Blackgram Waste
Coffee,0.9752423586765403,0.022265060160884226,0.8314521986266253,26.81643633801444,82.67921049079334,6.5,249.87019320824837,Coffee Pulp Coffee Husk
Chickpea,2.4683785107649028,0.3514011561619048,1.783367929657033,24.42063790951096,74.38848811172926,6.8,216.97367829655514,Chickpea Stalks Chickpea Hulls
Lentil,2.214493436549719,0.21767370996987082,1.81157378503084,24.401490287257275,70.79463095900424,5.6,188.3952517644026,Lentil Straw Lentil Hulls
Orange,1.2189509682579376,0.1936763214783156,1.4300312849793446,23.556921423219613,70.4007743127459,7.1,197.89329514038218,Orange Peel Orange Waste
Blackgram,2.035220122868023,0.2734653905275726,1.861645963713165,21.98751237378707,77.88219343865279,6.8,179.58294347262552,Blackgram Straw Blackgram Waste
Blackgram,2.2369437377570227,0.35820153639171304,1.5650939471428833,23.69962163017201,78.96821929471511,6.4,167.80206601611582,Blackgram Straw Blackgram Waste
Grapes,0.9024383866059524,0.17015853679594378,1.354765470242639,21.46702649623585,70.57522113927239,6.1,193.98627575996576,Grapevine Pruning Grapes Skins
Grapes,1.1478356936259906,0.2292758649206926,1.2370420213239033,23.23053358775176,74.97314731154955,6.4,176.36236018812573,Grapevine Pruning Grapes Skins
Grapes,1.367551302913765,0.2660454550680623,1.2290639483101842,23.63970349570623,72.84643758632635,6.3,161.8878826782081,Grapevine Pruning Grapes Skins
Blackgram,1.8417703249126605,0.2883021400676889,1.6626766637635824,22.1925765845533,77.89876702653834,6.8,152.49953379303298,Blackgram Straw Blackgram Waste
Apple,0.6145580040372254,0.122344619499213,1.0993600837149555,19.6811156897964,62.62007798477548,6.7,152.21774168506346,Apple Waste Apple Leaves
Lentil,2.2172741129282945,0.30650412464958604,1.4844940429800357,24.744922557233362,77.81036257712996,5.9,180.36691029119038,Lentil Straw Lentil Hulls
Watermelon,1.1766275050307309,0.39868631340445915,1.383808000552437,24.00053947964035,89.18561993714587,5.8,227.9867084085177,Watermelon Rinds Watermelon Waste
Mango,1.4559776001363232,0.25358250372834684,0.9856167597813432,26.883349628179403,83.82213243864155,7.0,218.13585596619038,Mango Leaves Mango Seed Husks
Apple,0.8326766157747796,0.24706544837956196,1.3061693139552064,20.430631011363115,67.38071003440346,7.2,159.3397226411424,Apple Waste Apple Leaves
Soybean,2.225419866203562,0.3413065767806686,2.1861663316709383,25.641592541857275,78.61248492286977,6.4,210.52289394536012,Soybean Stalks Soybean Hulls
Rice,1.7456813744176323,0.25542299832543136,1.2371299601599222,22.66734279968086,82.541984364592,6.9,205.22689300918626,Rice Straw Rice Husk
Soybean,2.0408061968553404,0.32681458216805565,2.0856779939033734,24.229879855057007,84.28935654936055,6.2,217.35172167942065,Soybean Stalks Soybean Hulls
Pomegranate,1.3785089892010536,0.10384887303831775,1.5970664555773038,27.02888457000599,61.750446507043634,7.3,142.87205210871167,Pomegranate Peel Pomegranate Waste
Lentil,1.9624272746826008,0.25532518334215115,1.310669950897836,23.276675097265443,78.28493100420809,5.9,189.43090617459575,Lentil Straw Lentil Hulls
Papaya,1.861725230232466,0.21756079042084456,1.5541476296295351,26.150230143561878,80.47413030992573,6.3,204.71035608716636,Papaya Leaves Papaya Fruit Waste
Jute,2.298234355012605,0.22231070855762158,1.961826553394706,22.229683296891274,77.28227367820122,6.6,177.33319256633365,Jute Stems Jute Waste
Watermelon,1.3393818867064569,0.23588656766572202,1.3836575152576862,21.51068983632647,84.76936452730529,6.2,229.44601521829597,Watermelon Rinds Watermelon Waste
Grapes,1.1435838426379363,0.23269331744479504,0.9833668271996553,22.773020348413965,71.12609306827521,6.9,187.02110979763563,Grapevine Pruning Grapes Skins
Blackgram,1.9024017353205724,0.3225442651350352,1.949106794793396,24.436245929565136,82.67550494993367,6.9,159.57830701395244,Blackgram Straw Blackgram Waste
Grapes,0.9701032805454066,0.26365718911715663,0.9856864510911443,21.94037313398326,68.58280275108525,7.0,194.05986024197838,Grapevine Pruning Grapes Skins
Orange,1.2474366645476678,0.16217522108773824,1.5787668700112167,22.25405125491025,69.29768593932782,7.0,173.11988075551722,Orange Peel Orange Waste
Maize,1.8724355962485588,0.25088760261288656,2.1075532584604098,23.381022533290537,81.05844909884908,6.5,222.07111581963187,Corn Stover Corn Cobs Corn Leaves
Rice,1.4542599480937928,0.22719741198273516,1.371292423581395,21.47600708842966,80.86839455788508,6.3,216.7806167303444,Rice Straw Rice Husk
Pomegranate,1.0211608735307927,0.21635019850417425,1.3001766728459496,25.829271228212697,61.13225178905647,6.7,143.72672823735076,Pomegranate Peel Pomegranate Waste
Cotton,1.9659388005728358,0.4909426104042562,1.4415821660511328,24.881885042873186,84.27318058234647,5.6,172.17186132018782,Cotton Stalks Cottonseed Hulls
Lentil,2.380814225360702,0.33969379027076785,1.5319084323661276,24.857351644536003,76.82582662677922,5.8,166.48391764455152,Lentil Straw Lentil Hulls
Wheat,1.821063369162344,0.33532434129062394,2.0101521101770463,20.476793677208025,72.69783389427096,6.4,152.40371246860354,Wheat Straw Wheat Chaff
Maize,1.9504093915998888,0.10671749788265557,1.6657724775703595,21.148117644706073,77.41012170107052,6.5,213.6199530166885,Corn Stover Corn Cobs Corn Leaves
Lentil,2.031365910720507,0.2512260451686263,1.8198195970469029,23.721476140792724,76.46021948233408,5.5,158.98211266783264,Lentil Straw Lentil Hulls
Papaya,1.879129630695761,0.3646656811539562,1.033615660520665,25.84072366716993,81.40734954039588,6.6,228.03140762772978,Papaya Leaves Papaya Fruit Waste
Orange,1.3134995274852428,0.11882330411484046,1.356516998971455,22.008042123945938,67.8311888712493,7.0,190.03200376409725,Orange Peel Orange Waste
Chickpea,2.233802522178312,0.4418556603988247,1.6910464359768103,22.87880814713788,72.39868427364945,6.5,183.3920042878148,Chickpea Stalks Chickpea Hulls
Papaya,1.5813832555604432,0.28973372910332545,1.22892010870315,24.33320271979568,77.81216818789716,6.5,215.54270505458783,Papaya Leaves Papaya Fruit Waste
Lentil,2.3913305169124475,0.306599366627057,1.372233149747565,22.137142660187546,71.94398651147836,6.2,167.79059389670525,Lentil Straw Lentil Hulls
Coffee,1.2236214759998765,0.005477121672168489,1.1422332019152275,23.958028443041464,80.06711700533522,6.6,242.05045816942794,Coffee Pulp Coffee Husk
Coffee,1.2423075795975322,0.11046073763248904,0.9150894177843785,26.044950134403678,88.16255677211205,6.7,232.37780723404143,Coffee Pulp Coffee Husk
Apple,1.1155436813518935,0.21446064441428486,1.028631248393991,20.051524731453643,63.44574805321035,7.4,133.8737532956872,Apple Waste Apple Leaves
Rice,1.7226003495940476,0.39295406664807875,1.3900106848905311,19.09656745535942,85.93546081122396,6.3,202.7552990019328,Rice Straw Rice Husk
Apple,0.7380369230431219,0.2968699436195206,0.8088776998059701,21.841570502597573,66.33968076930621,7.1,156.38260206038152,Apple Waste Apple Leaves
Pomegranate,1.033677348648379,0.21914476710925576,1.1192172762658874,26.16476901874611,61.68243573103441,6.8,179.29184296456464,Pomegranate Peel Pomegranate Waste
Apple,0.8893074274389604,0.24825891977282508,0.7873345671876377,20.84858893054446,68.11521277150999,6.8,142.31223748832682,Apple Waste Apple Leaves
Soybean,2.35643976587886,0.43660931179010337,1.5003844953961354,24.228612375765493,75.68481257546881,7.0,233.26441728554155,Soybean Stalks Soybean Hulls
Apple,1.1903107167990283,0.2640706441764048,1.0259113578798358,21.685709161760194,61.90882388693172,7.3,131.74512593948901,Apple Waste Apple Leaves
Wheat,1.9214339584864606,0.31283657066858606,1.8094552401756556,22.148604274219096,71.99153114146738,5.9,133.7447429459956,Wheat Straw Wheat Chaff
Pomegranate,1.1049738917961311,0.21189249020498646,1.0207880404733742,27.56961291701538,62.169845171765736,7.1,158.93217048686282,Pomegranate Peel Pomegranate Waste
Rice,1.4183616762315756,0.3880487362465196,1.069549813146887,20.74699618494177,84.75955800967633,6.7,184.31199362415137,Rice Straw Rice Husk
Lentil,2.0214556725317,0.35076812948636327,1.19805882583789,23.196116466612523,73.94399640013512,5.6,180.45188394323566,Lentil Straw Lentil Hulls
Lentil,2.1248744638374317,0.289058552951694,1.7675151605834065,22.48047752164257,70.83604704458494,6.2,181.74821218230016,Lentil Straw Lentil Hulls
Chickpea,2.483174841510444,0.42634155863607565,1.8117918145678495,23.951253259336326,75.16196007600225,6.4,209.2486490153636,Chickpea Stalks Chickpea Hulls
Blackgram,1.8689007701958904,0.2846921836236191,1.8555615095283193,22.49005732889837,82.44999683457802,6.7,154.2001975730007,Blackgram Straw Blackgram Waste
Papaya,1.6751359054965187,0.26856555021340933,1.0724978866260877,26.404433846678746,81.52028263127954,6.9,213.19710883874922,Papaya Leaves Papaya Fruit Waste
Mango,1.8981308314804128,0.24134710420907926,0.9989507383886386,28.70424454743518,82.766057480255,6.5,222.0644852531456,Mango Leaves Mango Seed Husks
Jute,2.722695578029232,0.2839149740685637,1.5765458704758921,24.901264415265654,81.78465358849786,6.7,187.9022092980241,Jute Stems Jute Waste
Watermelon,1.108485811136132,0.2885337683515804,1.6769446143528857,20.825817803613162,89.30555539467959,6.5,209.742254032208,Watermelon Rinds Watermelon Waste
Chickpea,2.6412431705838646,0.4659160424747033,2.385884391348093,24.009395760683148,79.78188001121418,6.9,202.01630725813646,Chickpea Stalks Chickpea Hulls
Maize,2.0760410625873376,0.1332210468253715,2.3341553443402767,20.16802516117927,83.13027022015432,6.8,197.49887693858773,Corn Stover Corn Cobs Corn Leaves
Apple,0.7147853786371576,0.2754251617896595,1.2223328320240907,18.835245058232623,61.76596686874592,7.1,155.78267771666972,Apple Waste Apple Leaves
Watermelon,0.8228091941730866,0.2804591411560172,0.9960497804829865,24.37557144933492,84.14593595232546,6.3,214.14775574768439,Watermelon Rinds Watermelon Waste
Orange,1.6831241166748747,0.2288481527039422,1.2102516952810793,23.968450487808706,67.8356489855284,6.5,192.2732700724368,Orange Peel Orange Waste
Lentil,1.8017238171947536,0.256194909721771,1.4308401741403278,22.55640628914473,72.4013096649484,5.6,150.388997784715,Lentil Straw Lentil Hulls
Apple,0.674890518598299,0.2561765728450347,1.346474789137873,19.969445278632723,63.15622016819001,7.3,159.78596020757635,Apple Waste Apple Leaves
Coffee,1.015051503120316,0.04047802855492577,1.214802130845504,24.712179135284327,87.8878905464166,6.9,244.96957112183958,Coffee Pulp Coffee Husk
Apple,0.6449542611152927,0.1339385654593388,0.7642559229937038,18.972296227097058,69.55219560662161,7.2,168.36173407122726,Apple Waste Apple Leaves
Mango,1.436134629114428,0.27700588133150883,1.3846866126132684,28.98717618154912,84.88122026067079,7.1,214.14250200278488,Mango Leaves Mango Seed Husks
Maize,1.610851527780632,0.1003266293857954,2.186584397877278,20.104523625531833,79.23401908177938,6.4,221.22013562956198,Corn Stover Corn Cobs Corn Leaves
Maize,1.5228070297330154,0.209712865052193,2.0166235047062075,21.906818478035426,81.43781119463856,7.1,197.22993853256335,Corn Stover Corn Cobs Corn Leaves
Jute,2.2936923332231394,0.15952939767275517,1.6983508225368915,22.90747663219147,76.20781302495577,7.3,179.68102188324283,Jute Stems Jute Waste
Cotton,1.9335607026758954,0.3015023977955913,1.7793006136099954,23.718908157056905,86.5371691796168,5.6,172.6197923861008,Cotton Stalks Cottonseed Hulls
Chickpea,2.118708281840061,0.30164789722448854,2.1175177795135696,25.794041131995883,73.07097477959674,6.5,193.82856185989624,Chickpea Stalks Chickpea Hulls
Soybean,2.122707592072943,0.3259620456606187,1.7811139371054263,25.095836012056928,76.55732903267322,6.9,241.35577268649448,Soybean Stalks Soybean Hulls
Wheat,2.056162976324523,0.3050188876683786,1.6718127165149137,20.839702899972394,77.97240624437968,6.5,155.92953625515136,Wheat Straw Wheat Chaff
Pomegranate,1.1401137500402727,0.20189178630074736,1.5443991250300493,27.226074555758704,63.65663822277657,6.8,151.68885345280916,Pomegranate Peel Pomegranate Waste
Orange,1.151884390684954,0.24615978689936802,0.9607650062157391,25.043188376475886,72.89964931048766,6.8,161.52833404282578,Orange Peel Orange Waste
Papaya,1.8484425996789164,0.3224243409439577,1.0768076471640393,25.504785814988455,79.37130534265214,7.0,220.3547249499886,Papaya Leaves Papaya Fruit Waste
Wheat,2.330875263525267,0.29467386625190195,2.146098149664868,22.359064073294533,79.84893749868843,6.0,169.9782427137836,Wheat Straw Wheat Chaff
Grapes,1.3708370052179244,0.2671516676872245,1.0419646198702925,23.460698623069508,69.06026391969172,6.7,194.36854280770189,Grapevine Pruning Grapes Skins
Orange,1.4569561502715045,0.2776627489225799,1.1005367081086064,24.430226101144406,72.77819204653126,6.6,162.11756521504498,Orange Peel Orange Waste
Maize,1.6803113055370336,0.12298805551879166,1.970016068395443,23.345257019356403,80.00008071378927,6.3,225.50984997473063,Corn Stover Corn Cobs Corn Leaves
Banana,1.381339058448684,0.13486716645622213,1.2119309023766012,26.540528824559985,73.83810904532591,5.8,206.90063561333415,Banana Leaves Banana Pseudostems
Jute,2.515666349580112,0.15886198876404692,1.7882646774344146,22.230380616508263,81.67906448774755,6.6,189.61146206715117,Jute Stems Jute Waste
Watermelon,1.2658401970196964,0.37905942864075437,1.3197644434221156,23.802782487161604,84.16716762403861,6.8,215.5043641566809,Watermelon Rinds Watermelon Waste
Jute,2.7276983041960943,0.25111607765817257,1.6238219741120445,21.544595070510265,78.99353699595964,7.1,167.87844706177498,Jute Stems Jute Waste
Coffee,0.7125326788621009,0.19966187812014927,1.1816355055291428,25.45081669421051,84.2318796368881,6.6,251.60837672061098,Coffee Pulp Coffee Husk
Watermelon,1.0278247505756686,0.2045003910891206,1.4531288675465706,22.745172893831317,82.44839373571797,6.3,209.14428555258925,Watermelon Rinds Watermelon Waste
Mango,1.7939557005125115,0.21426366866995156,1.4610633719318096,28.664967696526848,82.30875265867482,7.3,231.94896838489615,Mango Leaves Mango Seed Husks
Watermelon,1.109311060289298,0.33524451010783374,0.9594638013271026,21.88929705428407,81.24667300390736,5.9,203.40703454152134,Watermelon Rinds Watermelon Waste
Coffee,0.7071913511425147,0.09885676707867407,0.8318164415645324,25.613110561396134,83.48833775344467,6.9,221.83508599808954,Coffee Pulp Coffee Husk
Jute,2.566942890414704,0.20495392730479733,1.9235050205496287,22.187842672212565,79.48651178481144,7.3,167.74854019960463,Jute Stems Jute Waste
Grapes,1.274952052258855,0.22736777340592948,1.2356805245279463,21.014984310317136,71.65668181357957,6.4,174.03806852124708,Grapevine Pruning Grapes Skins
Cotton,2.287537183957869,0.3834649008566378,1.6364143213568492,23.60540819899353,85.53934263250234,5.8,183.80726809854303,Cotton Stalks Cottonseed Hulls
Orange,1.1989443980752097,0.14138398003114264,1.449765019530912,25.37406867963451,70.10367839728103,7.0,196.48861193271853,Orange Peel Orange Waste
Maize,1.7213460701498504,0.25772921694612627,1.7643252545876065,22.344474029513165,82.85238066079981,6.8,201.5325951368614,Corn Stover Corn Cobs Corn Leaves
Lentil,1.936750218452116,0.36632203944716896,1.5230116832226144,23.044162939070517,72.10908541712828,5.9,185.38641567226952,Lentil Straw Lentil Hulls
Jute,2.284456141948909,0.10110687582071942,1.5950794989423,22.092106231627127,79.32263194552752,7.4,167.8423163764778,Jute Stems Jute Waste
Chickpea,2.649608749523396,0.41511999070453254,2.046847273589884,24.651509980304745,79.26360869347437,6.3,214.4529461028626,Chickpea Stalks Chickpea Hulls
Apple,1.0536089553078707,0.2874019446378694,0.9409578175976081,21.418918485119278,68.97061260565414,6.6,153.19797969306376,Apple Waste Apple Leaves
Pomegranate,1.17256710930442,0.29892725749370674,1.5651782612763445,24.6679046040078,61.829984536579786,6.8,173.44923641737063,Pomegranate Peel Pomegranate Waste
Rice,1.3407382961976604,0.26166319527814264,0.9042108710222554,21.262977773853343,79.16428752708241,6.9,201.73631325085483,Rice Straw Rice Husk
Wheat,2.2201178375309127,0.2237688552897587,1.557979113384872,19.788751463132257,74.18282984309411,6.5,147.36209225792197,Wheat Straw Wheat Chaff
Orange,1.5163726931048465,0.24816178622157367,1.486169884262335,24.383714368689553,70.50202609369099,6.5,173.0452684121975,Orange Peel Orange Waste
Chickpea,2.2074768373372073,0.3813566111382219,1.9500977030663187,25.54297439754417,72.83738788383052,6.4,210.7436732076756,Chickpea Stalks Chickpea Hulls
Orange,1.1176137794192376,0.29902591116308763,0.9384844581898846,22.943047617297193,70.40648196970378,6.8,176.13589578856917,Orange Peel Orange Waste
Papaya,1.649596363965956,0.2993271701126584,1.3124854018753176,27.506713168125515,81.67605370539617,6.9,203.08738508842316,Papaya Leaves Papaya Fruit Waste
Jute,2.2916926939670126,0.2566904246995766,1.6894930358765516,21.378489954678216,83.29720458913076,6.9,186.96714304629646,Jute Stems Jute Waste
Wheat,2.2839004919696304,0.3128495268027306,1.8296410789357473,23.16981549368919,76.24659794962594,6.0,131.1851840635794,Wheat Straw Wheat Chaff
Blackgram,2.0267188017600906,0.3799935279750257,1.4255381207939057,23.827738495978373,81.05697363616865,6.8,179.96425954379427,Blackgram Straw Blackgram Waste
Lentil,2.1873711958133444,0.24827312341528682,1.6269387975913596,23.293377877627627,78.38628141681832,6.2,180.8595917653712,Lentil Straw Lentil Hulls
Jute,2.3841696738449953,0.1310076135167331,1.920606291788764,22.606106905131245,82.18759717024699,6.8,176.25974881912856,Jute Stems Jute Waste
Orange,1.1985719024024641,0.20398064587168915,1.5732832411865831,22.87121446758836,70.21718645052368,6.8,186.026200309637,Orange Peel Orange Waste
Chickpea,2.3196335120161886,0.33576612067963807,2.3957784658903174,25.196243966292442,79.90620381351651,6.7,182.839742916376,Chickpea Stalks Chickpea Hulls
Lentil,2.25963377277521,0.3441279358373174,1.7244031590714037,23.111204227315056,75.08841048888475,6.0,163.13584859516658,Lentil Straw Lentil Hulls
Pomegranate,1.4112635623774752,0.16657912520636908,1.059995034314215,25.90307922109184,69.78046104416357,6.9,169.77151089779136,Pomegranate Peel Pomegranate Waste
Orange,1.3708515564901413,0.19097909881799865,1.3068276542178934,22.705048014065916,71.32529279432863,6.7,199.6628365021515,Orange Peel Orange Waste
Maize,1.5169328149098238,0.28233696101984385,2.3088782314071294,23.123389177285436,78.30887248334282,6.9,206.59676836638084,Corn Stover Corn Cobs Corn Leaves
Maize,1.502989243155779,0.24638662448286075,2.380029087648164,23.414454494145286,76.5209459654393,6.8,228.58823152378125,Corn Stover Corn Cobs Corn Leaves
Maize,2.0672167471752654,0.1260749914328428,1.638602917133507,21.27911981134004,77.32781022152903,7.2,207.21192161389433,Corn Stover Corn Cobs Corn Leaves
Grapes,1.1095727446069314,0.11537525283605127,0.6857722521133607,23.96241308298909,74.95541809971994,6.1,197.37328091338364,Grapevine Pruning Grapes Skins
Soybean,1.940982833995915,0.4417412675647483,1.8013212440837216,26.88484089475025,81.44089875792952,6.1,232.81434856910974,Soybean Stalks Soybean Hulls
Grapes,1.2353257273158356,0.26204598668186313,0.8794978078105075,21.690480982693163,71.47615180978306,6.2,178.55557955449947,Grapevine Pruning Grapes Skins
Lentil,1.8027651896644858,0.22416564821634832,1.7831323295697685,25.93283520605374,79.60048947022824,5.5,186.7027564783318,Lentil Straw Lentil Hulls
Wheat,2.0338381140862203,0.37593007021819,1.7006221874993135,23.422954926820136,73.34402747818041,6.1,141.19539631131704,Wheat Straw Wheat Chaff
Grapes,1.0309376728702355,0.16674281445954764,1.0466512217478638,21.814506961825845,65.30040674176745,6.0,166.80312899376338,Grapevine Pruning Grapes Skins
Watermelon,1.0425175356572702,0.3571018498448387,1.1018136120211595,20.678991556717307,84.39081467273564,6.0,216.21944867841873,Watermelon Rinds Watermelon Waste
Soybean,2.328305978048911,0.490763873006295,2.2661770612756147,25.062968780880944,84.01466605168277,6.5,225.46309792719546,Soybean Stalks Soybean Hulls
Wheat,2.1144010341483797,0.24385955540195164,1.7667393004941148,22.12083856062359,75.19200491603547,6.6,139.9290823819256,Wheat Straw Wheat Chaff
Maize,1.9490352484571671,0.12672032398973024,1.7272658432476722,22.78610490043251,79.424012110016,6.4,190.6660690032279,Corn Stover Corn Cobs Corn Leaves
Watermelon,0.9773413549208609,0.3017260961636802,1.5761071926133527,21.28369402648181,81.0612681046873,6.5,196.35147356060835,Watermelon Rinds Watermelon Waste
Apple,0.693007892938198,0.2745063252049085,1.2079979343367828,19.00672434890634,69.94906398606523,6.5,161.63782646838317,Apple Waste Apple Leaves
Papaya,1.6880062292601667,0.30693739308802015,1.365713616145504,27.520525204828164,75.62916979881493,6.2,227.78552409812067,Papaya Leaves Papaya Fruit Waste
Apple,0.6147095241911331,0.2699444856542063,0.7509521879368593,21.74786536162536,64.90842669848892,6.7,142.46702532396927,Apple Waste Apple Leaves
Rice,1.6769933468329266,0.39550019915376744,1.161723576324255,19.38609084055771,77.9189846247643,6.4,195.8925818234679,Rice Straw Rice Husk
Wheat,2.2816309933052175,0.35800910685913195,1.7703849862280676,20.227700271450345,77.85977240679593,6.7,132.32691287966128,Wheat Straw Wheat Chaff
Watermelon,1.3747126315742595,0.27739859073616013,1.698637491947414,22.157770956696428,89.10156745561714,6.6,201.08817611560693,Watermelon Rinds Watermelon Waste
Mango,1.7550308119395128,0.36491424216388624,1.2566371783648147,29.17569312541989,80.07797797701133,6.6,231.35344013053788,Mango Leaves Mango Seed Husks
Cotton,2.072112382782896,0.36038582911986583,1.2032572670054262,24.713634143828106,82.24923052011448,5.6,199.78923353033034,Cotton Stalks Cottonseed Hulls
Watermelon,1.1528866308032044,0.29146076997687187,1.6567270882787823,20.961156560530053,80.00976641665935,5.9,212.10950918875167,Watermelon Rinds Watermelon Waste
Papaya,1.9215494718623312,0.2673828009751254,1.7765698155215204,24.12577805307874,81.28948641088475,6.9,227.30978813912864,Papaya Leaves Papaya Fruit Waste
Papaya,1.426813922845304,0.3326838827197004,1.4458636349067264,27.008818385206183,82.21143601080395,7.0,218.61649399669392,Papaya Leaves Papaya Fruit Waste
Cotton,2.1653187284403073,0.41699661911223335,1.3686541786106863,24.07521796756941,85.88054519504492,6.3,173.5372825323149,Cotton Stalks Cottonseed Hulls
Apple,1.030939133440964,0.1511842534437623,1.2209128757815169,20.126919069744666,64.35447862812578,6.7,148.84828319003648,Apple Waste Apple Leaves
Rice,1.3597324446333412,0.39453867726484654,0.9337526929016087,20.579584528389606,78.1356709303444,6.1,193.6520015073335,Rice Straw Rice Husk
Chickpea,2.5265963064033303,0.3324491921436492,2.3727547169335037,26.180153347096603,79.30890339619097,6.3,213.41680099365564,Chickpea Stalks Chickpea Hulls
Jute,2.59923878599658,0.1261734110913557,1.7027596740570459,24.42210768285426,78.31699886356724,7.1,162.03894899996084,Jute Stems Jute Waste
Grapes,0.9890808400001367,0.1773965952052707,1.2486365942786737,21.919107476323262,71.51761010593012,6.8,172.3480819088299,Grapevine Pruning Grapes Skins
Banana,1.2787582371821506,0.2746150611076254,1.353101375127742,26.807755668679633,79.34296127350873,6.4,206.1046134583841,Banana Leaves Banana Pseudostems
